comuna,fraccion_censal,radio_censal,manzana_censal,id_local,nombre_calle,codigo_calle_censal,altura_local,numero_local_shopping,activo,cuit,estado_inmueble,actividad_comercial,nombre_comercial,observacion_local
012,05,05,006,2731,AV CABILDO,1075,4256,,OCUPADO,,Activo,Dep髎ito con ventas web,Guarda autos,Antiguamente garage y ventas baterias. Estaban levantadas las  persianas temporalmente
012,07,04,038,29531,AV CONGRESO,1175,3245,,OCUPADO,,Activo,Dep髎ito con ventas web,Kavanagh,Colchones y Sommiers. Tiene una oficina al lado en la cual se encargan de las ventas y atenci贸n al cliente referente a este local.
012,07,08,046,121221,MANUEL UGARTE,7910,3101,,OCUPADO,,Activo,Dep髎ito con ventas web,No Tiene,Deposito de venta de muebles x internet. Informacion suministrada por un vecino.
012,07,10,053,36873,ROQUE PEREZ,10095,2541,,OCUPADO,,Activo,Dep髎ito con ventas web,Comercity,El dep贸sito pertenece a una empresa de venta de productos alimenticios.
012,14,02,003,54446,AV MONROE,1585,5134,14,OCUPADO,,Activo,Dep髎ito con ventas web,3 viejas,"Es la 2 vez q paso y est谩 cerrado intentar茅 el s谩bado o por la tarde. Pase x la ma帽ana x la tarde, s谩bado x la ma帽ana x la tarde tambi茅n y nunca logr茅 contactar a nadie no tiene tel en Google como para llamar, los vecino de local me dicen q vienen muy debes en cuando, mi conclusi贸n es q la venta es x internet y q vienen al local solo para entregas pactadas, si en 15 d铆as q pase nunca estuvo abierto no considero q haya atenci贸n al publico. Estimo q lo tienen como dep贸sito o taller ya q venden remeras estampadas. (Indumentaria) dejo cuit q se ve en la puerta con QR 20273448838"
012,15,10,035,30643,AV DE LOS CONSTITUYENTES,1195,4211,,OCUPADO,,Activo,Dep髎ito con ventas web,Don Antonio,Mayorista de quesos y fiambres. No tienen venta al publico.
012,18,01,003,32584,NUNEZ,8680,6177,,OCUPADO,,Activo,Dep髎ito con ventas web,NI,Casa de antig眉edades . Funciona como deposito / venta de muebles usados. Por la tarde se lo encuentra. Sup campo 12/11/2019
012,18,09,043,32723,AV CONGRESO,1175,5987,,OCUPADO,,Activo,Dep髎ito con ventas web,JV  Bombas Valente,Venta de bombas de agua. corresponde al local comercial del ID 32722.
012,20,05,013,44307,JOSE LEON CABEZON,6760,2604,,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene,Primero dijo que era un comercio y luego dijo que son oficinas
012,20,08,041,54845,AV GRL MOSCONI,1395,2307,,OCUPADO,,Activo,Dep髎ito con ventas web,Deposito,Era un comercio que cerr贸 y ahora es dep贸sito de Art铆culos de limpieza (informado por un vecino)
013,01,14,056,37938,RUIZ HUIDOBRO,10155,2323,,OCUPADO,,Activo,Dep髎ito con ventas web,Store nu帽ez,Hacen ventas por internet y ac谩 es como un desosito dondequiera tiene todo
013,04,07,019,36793,GUAYRA,6170,2113,,OCUPADO,,Activo,Dep髎ito con ventas web,Antiche,Solo venta online. El portero del edificio me dice que el local no abre al p煤blico. Solo pedidos por internet o telef贸nico.
013,05,06,020,58797,MANUELA PEDRAZA,7915,2517,,OCUPADO,,Activo,Dep髎ito con ventas web,No posee,"Deposito venta internet,propietario comenta que cierra"
013,09,05,010,50270,BLANCO ENCALADA,2235,2170,,OCUPADO,,Activo,Dep髎ito con ventas web,Consal accesorios,Solo venta on line
013,10,03,005,42854,ARRIBENOS,835,2731,,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene,Justo pase estaba abierto hay deposito de cosas que no son para la venta. Un se帽or guarda cosas alli
013,12,09,049,49670,MARISCAL ANTONIO J DE SUCRE,8035,1376,,OCUPADO,,Activo,Dep髎ito con ventas web,Tienda online www.woderplay.com.ar,La chica del local s贸lo vende por internet no al p煤blico como comercio.
013,15,02,002,57558,AV CABILDO,1075,2230,122,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene nombre,"Son art铆culos de colecci贸n, seg煤n vecinos del local tiene venta por internet y viene solo a buscar los productos"
013,15,02,002,57581,AV CABILDO,1075,2230,98,OCUPADO,,Activo,Dep髎ito con ventas web,KPR fumigaciones y control de plagas,Seg煤n los locales vecino no est谩n nunca y solo lo tienen como dep贸sito y recepci贸n de correos todo se maneja por internet y celular
013,15,02,002,57730,AV CABILDO,1075,2230,10,OCUPADO,,Activo,Dep髎ito con ventas web,Kosmos,Es un local que lo usan como dep贸sito de art铆culos circenses y tienen venta en internet
013,15,02,003,61095,CIUDAD DE LA PAZ,3775,2139,21,OCUPADO,,Activo,Dep髎ito con ventas web,Local desowroom de Floralis,Due帽o es el mismo due帽o con igual nombre n 2 de la misma galer铆a y este local lo tiene como showroom tiene una sola caja y pos en q est谩 en el otro local y comenta lo mismo q las ventas son muy disparejas y vienen en ca铆da.
013,15,07,009,46737,ECHEVERRIA,4805,2775,,OCUPADO,,Activo,Dep髎ito con ventas web,Espacio echeverria  eventos,Hace mucho tiempo no se ve movimiento los vecinos dicen q se manejan x internet pero asimismo hace mucho q no se hacen fiestas
013,16,03,006,61704,AV CABILDO,1075,2422,13,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene,"Es una oficina, hace venta por internet"
013,25,04,010,61324,AV ELCANO,1290,3572,,OCUPADO,,Activo,Dep髎ito con ventas web,Do braz,"Funciona como showroom solo van a limpiar una vez cada tanto seg煤n informan comerciantes del barrio con locales de mas de 30 a帽os en la cuadra. El local de de venta de muebles a medida, arreglos y retapizados"
013,25,08,024,66245,DELGADO,4420,643,,OCUPADO,,Activo,Dep髎ito con ventas web,Vidrieria,"Segun comerciantes vecinos funciona como vidrierira con dinamica de trabajo a domicilio, en todas las oportunidades que se paso a relevar el comercio nadie respondio al llamado"
013,29,07,019,52699,ZAPIOLA,11540,402,,OCUPADO,,Activo,Dep髎ito con ventas web,Dr frio,Hacen mantenimiento de aires acondic. Por internet
014,03,08,012,85985,AV LUIS MARIA CAMPOS,1560,711,23,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene,"Tiene vta por internet, habl茅 con la due帽a que alquila el local, antes tenia el local en Luis M Campos 353"
014,04,06,013,86032,AV DORREGO,1260,2646,7 bis,OCUPADO,,Activo,Dep髎ito con ventas web,La grafica de palermo,"Lo usa como dep贸sito, el comercio principal funciona sobre Luis M Campos 312"
014,05,03,006,68186,AMENABAR,530,257,,OCUPADO,,Activo,Dep髎ito con ventas web,No tieme,Es un dep贸sito el cartel de arriba no se leer est谩 en venta
014,05,07,013,67284,CIUDAD DE LA PAZ,3775,174,,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene,Est谩 en venta
014,06,04,010,77180,AREVALO,755,2265,,OCUPADO,,Activo,Dep髎ito con ventas web,Distribuidora materiales  electricos,Venta por internet y se retira ah铆.
014,07,07,024,78099,BONPLAND,2285,1448,,OCUPADO,,Activo,Dep髎ito con ventas web,Estancias,"Solo venta mayorista, no atiende al p煤blico"
014,08,02,005,76393,ANGEL J CARRANZA,630,2167,,OCUPADO,,Activo,Dep髎ito con ventas web,Mercado libre,Entrega de compras por internet.
014,13,02,004,80215,SOLER,10625,5114,,OCUPADO,,Activo,Dep髎ito con ventas web,Salming,"Sin venta al publico, venden por internet"
014,15,04,007,72774,AV SANTA FE,1740,4096,23,OCUPADO,,Activo,Dep髎ito con ventas web,Taller,Deposito y local en venta u alquiler
014,15,08,008,69733,GUEMES,6175,4223,,OCUPADO,,Activo,Dep髎ito con ventas web,Sin,Ventas por internet
014,21,01,002,70192,JOSE A CABRERA,6665,4896,,OCUPADO,,Activo,Dep髎ito con ventas web,Keila,Lo usan solo como deposito de mercader铆a. Venden por internet seg煤n los comercios vecinos
015,01,05,066,67000,AV FRANCISCO BEIRO,1350,2501,,OCUPADO,,Activo,Dep髎ito con ventas web,Punto electrico,Venta on line showrroom
015,02,07,069,44733,BUCARELLI,2340,1407,,OCUPADO,,Activo,Dep髎ito con ventas web,Beths,En este local est谩 la cocina  del comercio Beths donde preparan las comidas que venden.
015,03,01,002,51413,LA PAMPA,7225,4998,,OCUPADO,,Activo,Dep髎ito con ventas web,Colchones y sommiers,"Me coment贸 una vecina que hacen vientas online, inclusiva ac谩 no hay datos de horarios de apertura del local, hay solamente una web,y un n煤mero de celular con el logo de whatsapp para hacer gesti贸n post venta y visitas al showroom."
015,04,07,026,56659,ESTOMBA,5330,961,,OCUPADO,,Activo,Dep髎ito con ventas web,Bio ars SA,Ventas de reactivos
015,04,08,022,58136,ROSETI,10120,1429,,OCUPADO,,Activo,Dep髎ito con ventas web,Grupo dental marketing srl,Ventas de productos m茅dicos  a profecionales
015,05,03,012,51513,GANDARA,5770,2408,,OCUPADO,,Activo,Dep髎ito con ventas web,Deposito de muebles antiguos,"Habl茅 con una se帽ora vecina de ac谩 y me cont贸 que los due帽os del comercio venden muebles antiguos y antig眉edades, pero que este local no lo abren al p煤blico, sino que ac谩 guardan los muebles antiguos p, es decir es un dep贸sito, no supo decirme a qui茅n pertenece espec铆ficamente pero me cont贸 eso."
015,08,01,014,60429,MANUEL R TRELLES,7900,2791,,OCUPADO,,Activo,Dep髎ito con ventas web,Paternal Motors,Casa de repuestos de autos env铆os al interior venta telef贸nica es un dep贸sito de repuestos de autos. Abarca sobre avenida Trelles y continua sobre Manuel Rodriguez
015,10,02,031,64218,AV ELCANO,1290,3940,,OCUPADO,,Activo,Dep髎ito con ventas web,Baby po.,Deposito de empresa dedicada a venta de helado y pochoclos.
015,10,02,031,64217,FRAGA,5555,1125,,OCUPADO,,Activo,Dep髎ito con ventas web,Fragol SRL.,Deposito de empresa dedicada a la venta de equipos frigor铆ficos y sus repuestos.
015,10,02,031,64222,ZABALA,11510,3855,,OCUPADO,,Activo,Dep髎ito con ventas web,Vip Perfiles.,Empresa dedicada a la venta de materiales de construcci贸n. Perfiles y cer谩micos.
015,11,13,058,66962,VERA,11225,1484,,OCUPADO,,Activo,Dep髎ito con ventas web,Fluir,Arman y venden muebles por internet. No atienden al p煤blico.
015,12,08,027,48603,AV CORRIENTES,1185,5899,,OCUPADO,,Activo,Dep髎ito con ventas web,Centro d atencion - Autoahorro VW,Es un centro de atenci贸n a clientes de la concesionaria que est谩 ubicada a una cuadra . En este local no se hacen ventas ni post ventas y son solo oficinas con escritorios para atender al p煤blico.
015,13,06,012,62068,JUAN RAMIREZ DE VELAZCO,6970,879,,OCUPADO,,Activo,Dep髎ito con ventas web,Tienda lider,Parecer铆a algo de venta por internet
015,13,06,013,63922,JUAN RAMIREZ DE VELAZCO,6970,824,,OCUPADO,,Activo,Dep髎ito con ventas web,Casa do cafe,Siempre que pase estaba la as铆 la persiana hay dos perros y cuando toco la puerta no atiende nadie seg煤n vi en un cartel produce. Helados y hacen venta minorista y me pareci贸 pensar que capaz tienen la elaboraci贸n ah铆
015,14,11,017,50723,OLAYA,8725,1766,,OCUPADO,,Activo,Dep髎ito con ventas web,No tiene,Vecino me comento que no es un comercio q es un deposito
015,15,02,022,58653,MUNECAS,8505,1401,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que pertenece a la industria antigua, numeraci贸n inventada"
015,15,02,022,58652,MUNECAS,8505,1421,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que pertenece a la industria antigua, numeraci贸n inventada"
015,15,02,022,58651,MUNECAS,8505,1427,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que pertenece a la industria antigua, numeraci贸n inventada"
015,15,02,022,58650,MUNECAS,8505,1431,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que pertenece a la industria, antigua, numeraci贸n inventada"
015,15,04,030,62311,MURILLO,8535,1267,,OCUPADO,,Activo,Dep髎ito con ventas web,Compra venta Charly,"No hacen venta directa, m谩s bien ellos reciben art铆culos usados de la personas y lo mandan a un lugar de remate donde lo venden (es verdad que casi todos los art铆culos no tienen precio, pero algunos si)"
015,15,05,010,64552,AV DORREGO,1260,121,,OCUPADO,,Activo,Dep髎ito con ventas web,Partes de carrocerias,"Creo que son de los mismos, numeraci贸n Inventada"
015,15,05,010,64558,HUAURA,6335,1416,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que es un dep贸sito, tiene c谩maras tambi茅n. Numeraci贸n inventada"
015,15,05,010,64534,MARIO BERNASCONI,8020,2251,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que es un dep贸sito, numeraci贸n inventada"
015,15,05,015,61283,HUMBOLT,6375,48,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Parece que es un dep贸sito o fabrica, numeraci贸n inventada"
015,15,05,018,59889,CNL ANTONIO SUSINI,3830,2350,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que es un dep贸sito, numeraci贸n inventada"
015,15,05,019,59903,CNL ANTONIO SUSINI,3830,2355,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,"Pareciera que es un dep贸sito, numeraci贸n inventada"
015,15,05,037,62933,HUMBOLT,6375,39,,OCUPADO,,Activo,Dep髎ito con ventas web,Leila Tunes,"No tienen venta al p煤blico, venden por mercado libre o ese tipo de lugares web. Venden repuestos para autos"
015,15,05,037,62920,HUMBOLT,6375,65,,OCUPADO,,Activo,Dep髎ito con ventas web,Cerrajeria Box Marley,"Me dijeron que es un dep贸sito, que no tienen venta al p煤blico, est谩 en conjunto con el de al lado"
015,15,06,001,62278,PAYSANDU,9170,2333,,OCUPADO,,Activo,Dep髎ito con ventas web,Nn,Anteriormente venta de repuestos autos. Actualmente dep贸sito. Seg煤n taller enfrente
015,15,09,059,54535,AV JUAN B JUSTO,1475,3816,,OCUPADO,,Activo,Dep髎ito con ventas web,Nuevo milenio,Local de dep贸sito y exhibici贸n de mercader铆a del comercio de av J.B. Justo  3836.
015,18,01,005,65849,PADILLA,8875,675,,OCUPADO,,Activo,Dep髎ito con ventas web,.....,Venta por internet seg煤n kiosco al lado
015,18,10,013,67266,LAVALLEJA,7430,14,,OCUPADO,,Activo,Dep髎ito con ventas web,Rkt,El se帽or de la tintorer铆a me dijo que no abren casi nunca que venden m谩s por internet
